Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
"49-A, Lad Society,Sandesh Press Road, Bodakdev",Avataran Eye Hospital and Oculoplasty Clinic,Gujarat,Ahmedabad,380054,23.0382242,72.5233026
"3Rd Floor, Shailly Complex Near Sant Kabir School, Surdhara Circle Thaltej",Indus Hospital And Iccu Pvt Ltd,Gujarat,Ahmedabad,380054,23.0528734,72.5257004
"18, Manipushp, Surdhara Circle, Thaltej",Newage Medicare,Gujarat,Ahmedabad,380054,23.0528734,72.5257004
"Nr:Doordarshan Tower,Thaltej",Sanjeevani Hospital Pvt Ltd,Gujarat,Ahmedabad,380054,23.0474489,72.5251615
"Tulip Bungalow Road, Opp Sudershan Tower, Sun & Step Club Thaltej",Spandan Medical and Research Center,Gujarat,Ahmedabad,380054,23.0497364,72.5117241
"Sterling Hospital Building, Off Gurukul Road, B/H. Drive In Cinema, Memnagar",Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd.,Gujarat,Ahmedabad,380054,23.0523843,72.5337182
"60, Jeevandeep Row House, B/H. Goyal Intercity, Thaltej",Surveen Children Hospital And Vaccination Centre,Gujarat,Ahmedabad,380054,23.0497364,72.5117241
"A-6 Venunad Complex, Opposite Udgam School, Thaltej",Udit Hospital Multi Speciality,Gujarat,Ahmedabad,380054,23.0497364,72.5117241
"Mahin Life Care Services Pvt Ltd, Reg. Offi. 1St Floor, Royal Nawab Avenue, Juhapura",Mahin Hospital,Gujarat,Ahmedabad,380055,22.99619,72.5235092
"3Rd Floor, Arohi Arcade, Nr. Government Tube Well Bopal",Aashna Orthopaedic Hospital,Gujarat,Ahmedabad,380058,23.2599333,77.412615
"A-11, 1St Floor Gate No. 1, Bhavya Park",Aashray Surgical and Trauma Care,Gujarat,Ahmedabad,380058,19.9791248,73.7483628
"Office No.Bs-22 To 25, B Wing, 2Nd Floor,Amarapali Mall, Nr.City Gold Theatre,Bopal",Bopal Eye Care Centre,Gujarat,Ahmedabad,380058,23.2599333,77.412615
"No. 1-B, Greenpark Baunkkus, S P Ring Road, Bopal Char Rasta",Jay Prasuti Gruh and Nursing Home,Gujarat,Ahmedabad,380058,23.2210969,77.4267778
"319, Greencity Ghuma (P O)",Krishna Heart Institute,Gujarat,Ahmedabad,380058,23.0242303,72.4445151
"16-17, Samarpan Complex, Ambli-Bopal Ring Road Four Square Ambli",New Life Medical and Heart Hospital,Gujarat,Ahmedabad,380058,23.0282346,72.4774611
"Green City, Ghuma",Sagar Orthopaedic Hospital,Gujarat,Ahmedabad,380058,23.0302433,72.4527779
"Siddhi-Ii Apartments B/S I.O.C, Petrol Pump,Near Bopal, Ambali Road","Shreeji Children Hospital,Neonatal Care And Vaccination Centre",Gujarat,Ahmedabad,380058,23.0317203,72.4703062
"1St Floor, Khodiyar Complex, Opposite Dena Bank, Sarkhej, Dholka Road",Shrey Multifacilities Pvt Ltd,Gujarat,Ahmedabad,380058,22.9215273,72.5349432
"B/H, Petrol Pump, Opp Govt Tube Well, Bopal",Vanza Hospital,Gujarat,Ahmedabad,380058,23.2599333,77.412615
"22, Sadashiv Soc",Aditya Multispeciality Hospital,Gujarat,Ahmedabad,380059,23.022505,72.5713621
"1St Floor, Bhaikaka Complex Bhai Kaka Nagar Thaltej",Samarpan Maternity And Urosurgical,Gujarat,Ahmedabad,380059,23.0497364,72.5117241
"315-315, Sarvopari Mall, Bhuyang Dev Road, Sola Road",Cutis Cosmetic Plastic Surgery Centre,Gujarat,Ahmedabad,380061,23.0589804,72.5377502
"Chankayapuri, Sec- 6, Ghatlodia",J J Hospital,Gujarat,Ahmedabad,380061,23.0738585,72.5378752
"Bhavnath Society, Ghatlodia",Shri Yogeshwar General Hospital,Gujarat,Ahmedabad,380061,23.0770632,72.5395232
"B/3, Agrawal Towers, Bhuyangdev Rasta, Sola Road",Vallabh Surgical Hospital,Gujarat,Ahmedabad,380061,23.0594587,72.5360565
"M-5, Block No. 1/1, Shastrinagar, Ankur Road, Naranpura",Neo Children Hospital,Gujarat,Ahmedabad,380063,23.059562,72.558009
D2 D3 Medical Complex Nr Chandni Nr Chandni Aptts.Naranpura Sola Road,Shruti Maternity and Surgical Nursing Home,Gujarat,Ahmedabad,380063,23.0543323,72.545606
"Referral Hospital/Samuhik Aarogya Kendra, Sanand",CHC Sanand,Gujarat,Ahmedabad,382110,22.9912897,72.3755085
"Near Gadhiya Cross Road, Sanand - Bavla Road, Sanand",Navjivan Doctor House,Gujarat,Ahmedabad,382110,22.9912897,72.3755085
Tapal Chowk,Sanand Hospital,Gujarat,Ahmedabad,382110,23.022505,72.5713621
"Harikrishna Complex, Nalani Bhagol, Sanand",Suvidha Orthopedic And Acccident Hospital,Gujarat,Ahmedabad,382110,22.9926597,72.3794653
"Referral Hospital/Samuhik Aarogya Kendra, Viramgam",CHC Viramgam,Gujarat,Ahmedabad,382150,23.1236377,72.0527421
"Near Telav Bus Stand,Sarkhej-Sanand Highway,",Mamta Medisurge Private Ltd.,Gujarat,Ahmedabad,382210,22.985366,72.440295
"Above Balubhai Motors, Nr. Sapna Talkies, Sarkhej",Navjeevan Care Home (Guj) Pvt Ltd,Gujarat,Ahmedabad,382210,22.9797708,72.4927108
"Samuhik Arogya Kendra, Sarkhej",CHC Sarkhej,Gujarat,Ahmedabad,382213,22.9797708,72.4927108
OppositeUnion Co- Op,Parvati Jadav Hospital,Gujarat,Ahmedabad,382330,23.022505,72.5713621
"2Nd Floor, Uma Complex Nikol Road, Nava Naroda",Uma Maternity and Nursing Home,Gujarat,Ahmedabad,382330,23.0662678,72.6627451
"J P Complex, 3Rd Floor, Near Naroda Police Station",Gayathri Hospital,Gujarat,Ahmedabad,382340,23.0481336,72.5899674
"Gopal Park Soc, Nr Maya Cinema",Kothari Maternity and Surgical Pvt .Ltd,Gujarat,Ahmedabad,382340,28.653614,77.2828538
"10, Janta Chambers, Saipur Bogha",Gayatri Heart and Medical Hospital,Gujarat,Ahmedabad,382345,23.0617553,72.6398765
"No. 45, Krishna -Gokul Society, N H Road 8",Rukshmani Surgical Hospital,Gujarat,Ahmedabad,382345,19.2329536,72.8651258
2Nd Floor C-Block Madhav Mall Oppsite Ratanba School Thakkar Bapa Nagar-Ahmadabad,Aagman Maternity and Gynec Hospital,Gujarat,Ahmedabad,382350,23.022505,72.5713621
"107, Devraj Math,India Colony Road,Bapu Nagar",Aarna Medical Hospital,Gujarat,Ahmedabad,382350,23.0386642,72.6322052
"2Nd Floor,Pushpak ArcadeNear Bajrang Ashram,N.H.No.8,Hirawadi,Bapunagar",Anand Hospital and Multispeciality,Gujarat,Ahmedabad,382350,23.044258,72.638888
"B-11, Third Floor,Sardar Patel Mall-B,Nikol Gam Road, Bapunagar",Ano Care Hospital,Gujarat,Ahmedabad,382350,23.0388245,72.6401135
"B-6,Sardar Patel Mall,Nr.Diamond Mill,Nikol Gam Road,Bapunagar",Hari Krishna Uro Surgical Hospital,Gujarat,Ahmedabad,382350,23.0388245,72.6401135
"120,Dinesh Chember, India Colony Road, Bapunagar",Janeta Nursing Home,Gujarat,Ahmedabad,382350,23.0386642,72.6322052
"Sardar Patel Mall,Nikol Gam Road,National Highway No-8",Maruti Orthopaedic Hospital,Gujarat,Ahmedabad,382350,23.0398068,72.6511736
"Trimurti Complex Approach Bus Stand India Colony Thakkarbapanagar Road, Bapunagar",Netra Raksha Hospital,Gujarat,Ahmedabad,382350,23.0386956,72.6307533
"B-1/5, Ila Society, India Colony",Raghukul Ortho Hospital,Gujarat,Ahmedabad,382350,23.0387474,72.6382545
"C/1/53, Ila Society, India Colony Road,Bapunagar",Shree Shakti Medical Hospital,Gujarat,Ahmedabad,382350,23.0387474,72.6382545
"No. 28, New Kamlesh Society, Arbudanagar Raod, Odhav",Dhwani General Hospital Nursing Home and Maternity Home,Gujarat,Ahmedabad,382415,23.0100698,72.6450387
"Raj Complex, Near Rajendra Park Char Rasta, Near Gauri Cinema, Odhav",Divya Jeevan Medical Hospital,Gujarat,Ahmedabad,382415,23.0249514,72.6729322
"Arbudanagar Road, Via Rajendra Park Road, Odhav",Odhav Orthopaedic Hospital,Gujarat,Ahmedabad,382415,23.0098224,72.6449461
"3-A, B, Hiraba Complex, Rajendra Park Char Rasta, N H No.8, Odhav",Rajput Eye Hospital,Gujarat,Ahmedabad,382415,23.0249514,72.6729322
"1-Arbudanagar, OppositePanchdev Mandir, Odhav",Rangam Multispeciality Hospital,Gujarat,Ahmedabad,382415,23.0249514,72.6729322
"Momainagar, Opposite Shantiniketan School, Odhav",Shree Rangkrupa General Hospital,Gujarat,Ahmedabad,382415,23.0249514,72.6729322
"17, Vallabhnagar Society, Odhav",Sreeji Medical Nursing Home,Gujarat,Ahmedabad,382415,23.0249514,72.6729322
"C - Second Floor,Soham Complex,Soni Ni Chali Char Rasta,Odhav",Vatsalya Neonatal and Children Hospital,Gujarat,Ahmedabad,382415,23.027679,72.6713328
"96,Nalanda Complex,Vastrapur",Akshay Heart and Medical Hospital,Gujarat,Ahmedabad,382418,23.0312249,72.5269388
"Referral Hospital/Samuhik Aarogya Kendra, Singarva",CHC Singarva (Daskroi),Gujarat,Ahmedabad,382430,23.0247726,72.6970077
"N.D.P. Eletronics, Opposite Isanpur Bus Stop, Isanpur",Chhaya Maternity Nursing Home,Gujarat,Ahmedabad,382443,22.9782583,72.6002263
"2Nd Flr, Shradhha Complex, Isanpur","Dr, Nayan V Shah Surgical Hospital",Gujarat,Ahmedabad,382443,22.9808443,72.5987516
"10, Ramkrishna Colony, Nr Govindeadi, Isanpur",Geeta Maternity and Polyclinic Nursing Home,Gujarat,Ahmedabad,382443,22.9782583,72.6002263
"19, Asha Society, Isanpur",Harshil Medical Nursing Home,Gujarat,Ahmedabad,382443,22.981056,72.598929
"Opposite Isanpur Bus Stop, Isanpur",Kanan Children Hospital,Gujarat,Ahmedabad,382443,22.9763097,72.6023158
"11, Ratam Shopping Centre, Isanpur Highway Crossroad, Isanpur",Matrupooja Eye Hospital,Gujarat,Ahmedabad,382443,22.9782583,72.6002263
"1St Floor Raj Complex, Opp, Isanpur Bus Stop,Isanpur",Medicure Hospital,Gujarat,Ahmedabad,382443,22.9782583,72.6002263
"203, Parmukh Palace, Near Jay Hind, Char Rasta, Maninagar",New Life Medical and Heart Hospital,Gujarat,Ahmedabad,382443,22.9990133,72.593244
"Groun Floor Sardar Complex Opp Kovid Wadi, Isanpur",Swapn Healthcare Hospital Pvt. Ltd,Gujarat,Ahmedabad,382443,22.9782583,72.6002263
Nr:Sardar Chowk,Naik' Burn Center,Gujarat,Ahmedabad,382480,23.022505,72.5713621
"H R No (261) 1897 22,Sadashiv Society Ranip",Shivam Eye Hospital,Gujarat,Ahmedabad,382480,23.0291363,72.6474545
Nr Nirmay Nagar Underbridge,Vardan Eye Hospital,Gujarat,Ahmedabad,382481,23.0718369,72.5583823
"CGHS Dispensary No.3, 1, Jeevan Prakash\nSociety, Darpan Six Roads, Nr.St.Xaviers School Road, Navrangpura",CGHS Dispensary No.3,Gujarat,Ahmedabad,380014,23.0365437,72.5611395
"CGHS Dispensary No.4, Qtr.No.M/49/289, 290, Pragatinagar, Naranpura",CGHS Dispensary No.4,Gujarat,Ahmedabad,0,23.0673142,72.5567139
"2nd Floor, Neelkamal Complex, Ramnagar",Aashirwad Surgical Hospital and Nursing Home,Gujarat,Ahmedabad,380005,29.3947643,79.1264997
"4, Ratna Bhuvan, Daxini Society, Maninagar Railway Crossing",Ansuya General Hospital,Gujarat,Ahmedabad,380008,22.9940097,72.6075777
"Ellisbridge, Ahmedabad",C.H.Nagri Eye Hospital,Gujarat,Ahmedabad,380006,23.0262331,72.5623124
"Above Tapan Medical Store, Opp L G Hospital, Maninagar",Clear Vision Eye Hospital (Unit 3),Gujarat,Ahmedabad,380008,22.9961698,72.5995843
"Kesariyaji Bus Stop, Jivraj Mehta Road, Vasna",Dev Hospital,Gujarat,Ahmedabad,380007,23.0056634,72.5452848
"Nr.Bhimajipura Cross Roads,\nNava Vadaj Road",Devasya Kidney and Multi speciality Hospital,Gujarat,Ahmedabad,380013,23.0614938,72.5696557
"2nd floor, Avani Avenue, Manohar villa cross roads, Nikol-Naroda road, Nava Naroda",Dharmanandan Surgical Hospital,Gujarat,Ahmedabad,382330,23.0638657,72.6636635
"316 Orange Mall,\n3rd Floor, Nr.Sharda Petrol Pump,\nNr Amts Bus Stop,\nChandkheda",Divyajyot Eye Hospital,Gujarat,Ahmedabad,382424,23.1115671,72.5727621
"Station road, Dhandhuka",Doctor House,Gujarat,Ahmedabad,382460,22.2402163,71.9188428
"3rd Floor, Narottam Complex,\nSola Rd, Visharam Nagar, Memnagar",Dr.Atul Shah Eye Hospital,Gujarat,Ahmedabad,380061,23.0615268,72.5344732
"3/B, Hasmukh Colony, Vijaynagar Road",Dr.Saurabh Shah Orthopaedic Hospital,Gujarat,Ahmedabad,380013,23.0568889,72.5607879
"2, Sumanglam Society",Grace Endoscopy (Division of WINGS Hospital),Gujarat,Ahmedabad,380054,23.022505,72.5713621
"Alankar Complex, Nr.Old Railway Crossing Maninagar (East)",Pallav J M Desai Memorial Hospital (Better Health Pvt.Ltd.),Gujarat,Ahmedabad,380008,22.994729,72.613694
"Madhav Complex, Near Police Station Road, Sanand",Janam Maternity General Hospital,Gujarat,Ahmedabad,0,22.9912897,72.3755085
"Opposite Shree Ram market, Lokdiya Sheri, Dholka",Jivandeep Hospital,Gujarat,Ahmedabad,387810,22.7428431,72.4435674
"Akshar Avenue, Cadilla Bridge Corner, Ghodasar",Joitiba General Hospital,Gujarat,Ahmedabad,380050,22.9839274,72.6102337
"301, Pratham Mangal Complex",Kiran Surgical Hospital,Gujarat,Ahmedabad,380007,23.0011871,72.5467567
"319, Green City, Ghuma, Village Bopal",Krishna Shalby Hospital,Gujarat,Ahmedabad,380058,23.2599333,77.412615
"C/101, Shreepal Complex, Hatkeshwar, Ahmedabad",Kunal Medical Hospital,Gujarat,Ahmedabad,380008,22.9897281,72.628422
"2nd Floor B-Block, Swaminarayan Avenue AEC Cross Road Naranpura",Lady Care Womens Hospital Child Care,Gujarat,Ahmedabad,380013,23.0551934,72.5585003
"Sardar Patel Statue, Stadium Road, Ahmedabad",Life Care Institute Of Medical Sciences Research Pvt Ltd,Gujarat,Ahmedabad,380014,23.0448507,72.5620668
"1st Floor, Royal Nawab Avenue, Sarkhej Road, Juhanpura",Mahin Lifecare Services Pvt.Ltd,Gujarat,Ahmedabad,380055,22.9931222,72.5256718
"301, B, Himalaya Emerald, besides IOC petrol pump, 132 Feet Ring Rd, Jodhpur, Satellite",Matulya ENT Clinic,Gujarat,Ahmedabad,380015,23.0273062,72.5217587
"Above Balubhai Motors, Nr.Sapna Theatre, Ghodka Roads, Sarkhej",Navjeevan Care Home Guj Pvt.Ltd.,Gujarat,Ahmedabad,382210,22.9797708,72.4927108
"Near Gadhiya Cross Road, Sanand Bavla Road, Sanand",Navjeevan Doctor House,Gujarat,Ahmedabad,382210,22.9912897,72.3755085
"Navkar Complex, Near Shreyas Railway Crossing Ambawadi",Navkar Hospital,Gujarat,Ahmedabad,380015,23.0128032,72.5457093
"Trimurti Complex, Thakkarbapa Nagar Road, Approach India Colony",Netra Raksha Hospital,Gujarat,Ahmedabad,380024,23.0391535,72.6383416
"108, Swastik Society",Nova Pulse Ivf Clinic Ahmedabad Pvt.Ltd.,Gujarat,Ahmedabad,380009,23.0390208,72.5611501
"Koth, Dholka",P.H.C.KOTH,Gujarat,Ahmedabad,0,22.7428431,72.4435674
"Shri Krishna Tower, Near Cine Pride Talkies, National Highway - 8 Narol-Naroda Road, Krishna Nagar",Parth Maternity and Medical Nursing Home,Gujarat,Ahmedabad,382346,23.0498389,72.6242648
"Kuha, ta.Dakroi",PHC Kuha,Gujarat,Ahmedabad,0,23.022505,72.5713621
"Vataman, Dhokla",PHC Vataman,Gujarat,Ahmedabad,0,23.022505,72.5713621
"33, Parnkunj Society",Pooja Hospital,Gujarat,Ahmedabad,380008,23.022505,72.5713621
"1st Floor, Vaibhav Complex",Poojan Children Hospital and Neonetal Centre,Gujarat,Ahmedabad,382481,18.5013128,73.9301982
"1st Floor, Saptarshi Complex, Near Sardar Patel Bavla, Naranpura",Pruthvi Medical Nursing Home and Heart Centre,Gujarat,Ahmedabad,380014,23.0551934,72.5585003
"302 Vitthal Mall, Nr Chandkheda Eng.College, Chandkheda",Pushpa Children Hospital and Critical Care Centre,Gujarat,Ahmedabad,382424,23.1115671,72.5727621
"Dhananjibhai Complex, B Block, Near Naranpura Railway Crossing",Raj Ent Hospital,Gujarat,Ahmedabad,380013,22.9943678,72.6131219
"F.F and 2nd Floor, Shashwat Complex, Naranpura Croos Road",Rhythm Cardio Pulmonory Care Centre and Medical Hospital,Gujarat,Ahmedabad,380013,23.0381279,72.5591927
"Near S.T.Workshop Naroda Road, Patiya, Naroda",Rudraksh Hospital,Gujarat,Ahmedabad,382346,23.065368,72.643426
"Vallabhnagar Flats, 3/25, Bapunagar, Char Rasta, Bapunagar",Sagar Orthopaedic Hospital,Gujarat,Ahmedabad,380024,23.0348745,72.6294565
"4th Floor, Dolly Complex, Stadium Cross-roads, Navrangpura",Sahajanand Eye Care Hospital,Gujarat,Ahmedabad,380009,23.0365437,72.5611395
"Nr.Shantipura Ring Road Circle, Sarkhej-Sanand Highway, Sarkhej",Sahyog General Hospital,Gujarat,Ahmedabad,380014,22.9852441,72.4942028
Opposite Doordarshan Tower Drive In Road,Sal Hospital and Medical Institute,Gujarat,Ahmedabad,380054,23.0485481,72.5238414
"2nd Floor, Silver Star Complex, Chandlodia-Gota Road",Samata Hospital Pvt.Ltd,Gujarat,Ahmedabad,382481,23.1059134,72.5252884
"3rd Floor, Soham Complex, Near Navrang, Six Road, Navrangpura",Sanjivani Eye Hospital and Phaco Centre,Gujarat,Ahmedabad,380009,23.0348708,72.5663963
"Viramgam Bazar, Viramgam",Sanjivani Hospital,Gujarat,Ahmedabad,0,23.1236377,72.0527421
"403-404, B-Block Rudra Arcade, Besides May Flower Hospital, Helmet Char Rasta, Memnagar",Jaydeep Hospital,Gujarat,Ahmedabad,380052,23.0456055,72.5424529
"17-18, Abhinandan Complex, Opposite Inductotherm Factory, Bopal",Bopal Multispeciality Hospital,Gujarat,Ahmedabad,380058,23.2599333,77.412615
"Nr.Manikrupa School, I.O.C.Road, Chadkheda",CHC Chandkheda,Gujarat,Ahmedabad,0,23.1126977,72.5759444
At Po.Detroj,CHC Detroj,Gujarat,Ahmedabad,0,23.3333915,72.1875193
"Opposite Minaben Tower, Dholka, Ahmedabad",CHC Dholka,Gujarat,Ahmedabad,0,22.7428431,72.4435674
"Referral Hospital/Samuhik Aarogya Kendra, Singarva, Ahmedabad",CHC Sanand,Gujarat,Ahmedabad,0,23.0247726,72.6970077
"Opp ITI, Sarkhej Gam, Sarkhej",CHC Sarkhej,Gujarat,Ahmedabad,0,22.9761405,72.5022216
"Referral Hospital/Samuhik Aarogya Kendra, Singarva",CHC Singarva,Gujarat,Ahmedabad,0,23.0247726,72.6970077
"Referral Hospital/Samuhik Aarogya Kendra, Viramgam",CHC Viramgam,Gujarat,Ahmedabad,0,23.1236377,72.0527421
Khadkala P.O.,Shradhha Hospital,Gujarat,Amreli,364521,21.6031774,71.2220832
"1St Floor,Liliya Road",Harikrishna Childran Hospital,Gujarat,Amreli,365440,21.5965827,71.2233524
"Hospital Road,Bagasara",Ishvaram Surgical Hospital,Gujarat,Amreli,365440,21.4884946,70.9517078
"Hospital Road,Bagasara",S G Kamaliya Mamorial Hospital,Gujarat,Amreli,365440,21.4884946,70.9517078
"1St Floor,Tulshi Complex,Near Taluka School, Bagasara",Sujal Hospital and Icu,Gujarat,Amreli,365440,21.4884946,70.9517078
Opposite S.T. Depot,Dr. Patolia Surgical and Maternity Hospital,Gujarat,Amreli,365601,21.6031774,71.2220832
0,Dr. Pradeep B. Patel,Gujarat,Amreli,365601,21.6031774,71.2220832
"Doctor House, College Road",Dr. R. D. Ghodasara Hospital,Gujarat,Amreli,365601,28.6264203,77.2386743
Opposite St Depot,Jivandhara Hospital,Gujarat,Amreli,365601,21.6031774,71.2220832
Liliya Road,Madhav Orthopaedic Hospital,Gujarat,Amreli,365601,21.5965827,71.2233524
Sanjivani Complexstation Road,Om Ent Hospital,Gujarat,Amreli,365601,18.6536683,73.8101792
Chital Road,Satellite Orthopaedic Hospital and Research Centre,Gujarat,Amreli,365601,21.6129178,71.2142689
Manekpara,Sojitra Surgical Hospita and Prasuti Gruh,Gujarat,Amreli,365601,21.5995095,71.2213406
"Charutar Arogya Mandal, Gokalnagar, P.O.Karmsad Karamsad",Pramukhswami Medical College,Gujarat,Anand,388325,22.5429215,72.9017603
Sojitra,C. C. Patel Sarvajanik Hospital,Gujarat,Anand,387240,22.5388801,72.7200608
Sojitra,CHC -Sojitra,Gujarat,Anand,387240,22.5388801,72.7200608
"Mahavir Chowk, Nr. Sanjivani Hospital, Vadodara",Amardeep Eye Hospital,Gujarat,Anand,388001,22.3071588,73.1812187
"K.D.C.C. Bank Building, Station Road",Anuj Clinic,Gujarat,Anand,388001,51.3133655,0.1971475
Station Road,Arpita Nursing Home,Gujarat,Anand,388001,22.5485948,72.9290413
"Nr. Community Hall, Off Bhalej Road,Anand, Vadodara",Ashwini Medical Centre,Gujarat,Anand,388001,22.3071588,73.1812187
Bhalej Road,B N Patel Institute Of Paramedical And Science,Gujarat,Anand,388001,22.5662211,72.9619717
Mahavir Marg,Dattu Hospital,Gujarat,Anand,388001,22.5612734,72.9618316
Bhalej Road,Deep Hospital,Gujarat,Anand,388001,22.5662211,72.9619717
Mahavir Marg,Gauri Nursing Home and Maternity Hospital,Gujarat,Anand,388001,22.5612734,72.9618316
"Station Road, Vadodara",Jiwandeep Hospital,Gujarat,Anand,388001,22.2376649,73.0884867
Station Road,Kaival Hospital,Gujarat,Anand,388001,22.5485948,72.9290413
"Near Laxmi Cinema,Anand",Navin Maternity and Surgical Nursing Home,Gujarat,Anand,388001,20.7681448,72.9730662
Anand,P.P.U Anand,Gujarat,Anand,388001,22.470375,72.9484917
Bhalej Road,Palak Hospital,Gujarat,Anand,388001,22.5662211,72.9619717
Mahavir Marg,Rajal Surgical Hospital,Gujarat,Anand,388001,22.5612734,72.9618316
"Mahavir Chowk,Anand",Sisodia Orthopaedic Hospital,Gujarat,Anand,388001,22.5645175,72.928871
"Patel Coliny,Mahavir Rd",Smit Orthopaedic Hospital,Gujarat,Anand,388001,22.5611072,72.9600274
Polson Road,Zakaria Sarvajanik Hospital,Gujarat,Anand,388001,22.5621714,72.964338
"Opposite Bus Stand,Anklav,Anand",Navjivan Hospital and Shraddha Sonography Centre,Gujarat,Anand,388110,22.3795396,73.0005591
",V.V. Nagar",Late Sarpanch V.P. Patel Memorial Hospital. Municipal Borough Hospital,Gujarat,Anand,388120,22.5476561,72.9251379
New V. V. Nagar,S. G. Patel Ayurveda Hospital,Gujarat,Anand,388121,22.5476561,72.9251379
"Dharmaj, Ta. Petlad",Shree Jalaram Janseva Trust.,Gujarat,Anand,388150,22.4836145,72.801351
Tarapur,CHC Tarapur,Gujarat,Anand,388180,22.4888038,72.6579865
Tarapur,Jamna Hospial,Gujarat,Anand,388180,22.4888038,72.6579865
"Tarapur-Borsad Highway, Tarapur",Saadat Sarvajanik and Maternity Home,Gujarat,Anand,388180,22.5330654,72.797231
Ode,CHC Ode,Gujarat,Anand,388210,22.6236638,73.1143067
Umreth,CHC Umreth,Gujarat,Anand,388220,22.698717,73.1143067
Sarsa,CHC Sarsa,Gujarat,Anand,388365,22.5488076,73.0832541
Dharmaj,CHC -Dharmaj,Gujarat,Anand,388430,22.4153201,72.7895065
Petlad,Ashish Surgical Hospital,Gujarat,Anand,388450,22.4836145,72.801351
"Station Road, Petlad",Ishita Hospital and Sonography Centre,Gujarat,Anand,388450,22.4836145,72.801351
Petlad,S.S.H Petlad,Gujarat,Anand,388450,22.4704298,72.8046804
Petlad,Tapan Hospital,Gujarat,Anand,388450,22.4836145,72.801351
